,text,likes,timestamp,Language,sentiment,overall_sentiment
680,mayang kukizo original meitei aribam ancestor literally arrive manipur year ago baranagar west bengal,104,08-08-2023,en,0.3182,neutral
681,modi shah nikkamma china funding aane desh sarkar modi shah kanoon phir nihayati nalle rok pa lanat sarkar pr,0,08-09-2023,tl,0.0,neutral
683,meitei hindu start attack muslims muslim help christian kukis attack hindus muslim face attack armed hindus support police government hindu kill christians,182,08-08-2023,en,-0.8625,negative
684,distance rajsthan aprx km manipur messiah women right visit obvious reason hey fraud ticket karwa du,579,08-08-2023,en,-0.5859,negative
685,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2053,08-08-2023,en,0.2263,neutral
686,expose speak bless particular community speak religious place bunker wholly wrong fact meiteis respect holy place mayhem lead question securitysafety live,274,08-08-2023,en,0.296,neutral
687,chair point order discussion manipur hooligan shame,0,08-09-2023,en,-0.6808,negative
688,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2447,08-08-2023,en,-0.7579,negative
689,chairperson delhi commission women ms swati maliwal serve advisor cm delhi public grievances indian activist gut speak fellow indian kukizo woman manipur large,1048,08-07-2023,en,-0.3612,negative
690,manipur incident black spot double engine government culture india,1,08-08-2023,en,0.0,neutral
691,man responsible escalation violence manipur rape meitei woman confirm totally false post online date 4th false news pretentious wannabes poison society,834,18-07-2023,en,-0.9001,negative
692,meitei armed militant state police roam freely public place loot govt sophisticated weapon imphal valleymanipur witness mini afghanistan regime,12,08-08-2023,en,0.6486,positive
693,thefrontiermanipurcommanip,0,08-09-2023,en,0.0,neutral
694,wow accountability roam freely openly arm loot state valley valley armory leave loot manipur guess loot,544,08-08-2023,en,0.7579,positive
695,ncp lok sabha mp supriya sule loksabha big achievement bjp lead central government year topple different state government karnataka madhya pradesh arunachal pradesh uttarakhand manipur meghalaya goa puducherry maharashtra,1536,08-08-2023,en,0.0,neutral
696,hindutva meitei terrorist india puppet uniform patrol manipur sponsor weapon bootlicker emissary death damodar das narendra modi,147,08-08-2023,en,-0.8957,negative
697,modi cheat wife cheat political guru advani cheat farmer cheat youth cheat vote cheat manipur short cheater deserve prime minister,485,08-08-2023,en,-0.9661,negative
698,congress insult north east neglected region result formation large number militant organization present problem manipur result long congress misrule,305,08-08-2023,en,-0.8442,negative
699,video india alliance move noconfidence motion manipur manipur demand justice incident happen corner northeast happen india manipur burn entire india burn congress mp,377,08-08-2023,en,0.4404,positive
700,manipur tribal woman group seek withdrawal remark solicitor general supreme court women organization kukihmarzomi community call solicitor general tushar mehta withdraw claim make supreme court read,459,08-07-2023,en,0.8074,positive
701,cpp chairperson smt sonia gandhi ji congress president shri former president shri aicc general secy org shri meet manipur pcc president shri clp leader former cm shri okram ibobi singh leader,3570,08-07-2023,en,0.0,neutral
702,crazy hatred grown kukis manipur expect consider back place woman child burn alive ethnicity kuki total separation move forward,1121,16-06-2023,en,-0.6124,negative
703,,0,08-09-2023,,0.0,neutral
704,modi shah nikkamma china funding aane desh sarkar modi shah kanoon phir nihayati nalle rok pa lanat sarkar pr,0,08-09-2023,tl,0.0,neutral
705,himanta biswa sarma expose congress manipur wrong policy adopt congress party formative year today northeastern state resolve dispute exist region time we ve attain freedom,975,08-08-2023,en,0.5859,positive
706,ஹசன அவரகள மககளககன அரசயல சயகறர மத வறபப அரசயல சயயவலல பரளமனறததறக வர மறபபவர ட மணபபரல நடகளகக மனப கட கலவரம நடநதத ஆனல மட தனனநதய கடடண கடசயனரடன கழ பணயரம சபபடகறர இத எனன அரசயல,86,08-07-2023,ta,0.0,neutral
707,hynniewtrep youth council hyc urge meghalaya state government provide alternative educational institution student study read,4,08-08-2023,en,0.0,neutral
708,𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚 message rank deploy restore peace normalcy,832,08-08-2023,en,0.6908,positive
709,forefather fight british gallantly anglokuki war safeguard india territory defence ancestral land freedom,248,08-08-2023,en,0.5574,positive
710,chutiye manipur congress tribal logo marwai puchha manipur,0,08-09-2023,en,0.0,neutral
711,sooo naked parade woman manipur know hide sponsor riot bjprss amit shah instruct police rioter loot arm,109,08-08-2023,en,-0.6486,negative
712,friend afford education touring place discontinue graduation lift wood stone daily labourer earn time travel manipur plain smile thehinducomnewscitieshyd,210,08-08-2023,en,0.6908,positive
713,manipur police file assam rifle state bjp urge pm replace force dlvritstnn 8y,1,08-09-2023,ro,0.0,neutral
714,noconfidence motion oppn mps demand resignation manipur cm violence kashmirvisionin,0,08-08-2023,en,-0.7783,negative
715,news serial liar hate monger prof ashok swains twitter handle withhold india spew hatred meiteis drive hatred particular political party ridicule meiteis post fake news catch red,264,08-08-2023,en,-0.9628,negative
716,congress deputy leader lok sabha mr lead debate india alliance side,2806,08-08-2023,en,0.0,neutral
717,manipur burn modi silent,43,08-07-2023,id,0.0,neutral
718,sitindemonstration hold jantar mantar today share view thought ongoing violence let stand united manipur,166,08-06-2023,en,-0.0258,neutral
719,सनए क full video pipedvideo,84,08-08-2023,it,0.0,neutral
720,dna mahabharat manipur parliamentfixe video click dnaindiacomvideo,9,08-08-2023,pt,0.0,neutral
721,rajya sister shahad gobar khaya batata aapko sare bharat rajya capital aapko gk test pm manipur logo sune varna tumse rajyo puchenge,0,08-09-2023,id,0.0,neutral
723,reason tribal hill area comprise percent land manipur pocket habitable human fit extensive economic activity pic elevation map manipur,138,13-07-2023,en,0.3612,positive
724,modi cheat wife cheat political guru advani cheat farmer cheat youth cheat vote cheat manipur short cheater deserve prime minister,487,08-08-2023,en,-0.9661,negative
725,manipur horror riot 𝐏𝐨𝐠𝐫𝐨𝐦 riot hour consent state vibhuti narain rai exdirector general uttar pradesh police interview teesta setalvad fact riot,781,08-07-2023,en,-0.9274,negative
726,high lighting double player modi india medium peace internally arrange massacre happen manipur,0,08-09-2023,en,0.5423,positive
727,extremely charge indeed shield kuki militant block manipur police job warrant fullfledge investigation court martial assam rifle answer chinkuki,177,08-08-2023,en,-0.4404,negative
728,confidence motion debate manipur awareness level average journalist,2397,08-08-2023,fr,0.5106,positive
729,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3011,08-08-2023,en,-0.3818,negative
730,meitei hindu start attack muslims muslim help christian kukis attack hindus muslim face attack armed hindus support police government hindu kill christians,183,08-08-2023,en,-0.8625,negative
731,minor worried father dehraduni singer files complaint prashant bhushan spread fake news amid manipur unrest talk opindia opindiacom 202308fatherd,2452,08-08-2023,en,-0.7579,negative
733,immigrant refugee illegal settler historical evidence manuscript suggest stay present day millennia lose kirata piece today zeenewsindiacomindiamani,1420,24-07-2023,en,-0.743,negative
734,feather narendra modis cap issue handle manipur manipur police fire assam rifle,224,08-08-2023,en,-0.34,negative
735,stop war religion stop violence manipur victim innocent,6,08-09-2023,en,-0.9022,negative
736,bjp mp manipur allow speak parliament today congress mp gaurav gogoi,2056,08-08-2023,en,0.2263,neutral
737,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3013,08-08-2023,en,-0.3818,negative
738,ncp lok sabha mp supriya sule loksabha big achievement bjp lead central government year topple different state government karnataka madhya pradesh arunachal pradesh uttarakhand manipur meghalaya goa puducherry maharashtra,1538,08-08-2023,en,0.0,neutral
739,சமனயனன சடடயட களவ ஒவவர எளய மககளம இநத மதர களவ கடட ஒனறய கடடம ஒரபதம கலனற மடயத,30,08-08-2023,ta,0.0,neutral
740,break news today manipur police file india old millitary force assam rifle day alive,528,08-08-2023,en,0.3818,positive
741,𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚 message rank deploy restore peace normalcy,835,08-08-2023,en,0.6908,positive
742,suspension demand discussion manipur democratic mp suspend unprecedented parliament attend doonga,249,08-08-2023,en,-0.4215,negative
743,opposition bloc india force bring noconfidence motion government break prime minister narendra modis vow silence manipur government talk india create manipur live hill,12,08-09-2023,en,0.2732,neutral
744,fight narcoterrorism,0,08-09-2023,en,-0.3818,negative
745,testimony,369,22-05-2023,fi,0.0,neutral
746,vice president india rajya sabha chairman bjp leader manipur issue discuss parliament vp country upset word manipur floor,3014,08-08-2023,en,-0.3818,negative
747,today situation woman justify rape woman man rape woman manipur nation manipur witness kind ethnic cleansingthe centre complicit state partisan security force,217,08-08-2023,en,-0.6808,negative
748,manipur trasdi rss prayojit programs h desh enki karatuto samajhana hogavarana manavata bade khatare h pipedvideoo 7cqharyk,0,08-09-2023,hr,0.0,neutral
